Type,Req/Test ID,Module,Requirement / Description,Priority,Criteria / Expected,Source Documents,HDL File,Testbench File
Test,PDU-T-042,PDU,Start during busy,,Ignored or restart,CADC_Module_Specification.pdf (p. 2),pdu.vhd,pdu_tb.vhd
Test,PDU-T-043,PDU,Back-to-back operations,,Start new divide immediately after done,CADC_Module_Specification.pdf (p. 2),pdu.vhd,pdu_tb.vhd
Test,PDU-T-044,PDU,Reset during operation,,Clears state and deasserts busy,CADC_Module_Specification.pdf (p. 2),pdu.vhd,pdu_tb.vhd
Test,SLF-T-001,SLF,0 + 0,,0x00000; Z=1 N=0 C=0,Rays-Chapter-3-944113-SLF.txt (pp. 2-4+),slf.vhd,slf_tb.vhd
Test,SLF-T-002,SLF,0.5 + 0.25,,0x60000; Z=0 N=0 C=0,Rays-Chapter-3-944113-SLF.txt (pp. 2-4+),slf.vhd,slf_tb.vhd
Test,SLF-T-003,SLF,0.5 + 0.5 (overflow),,0x80000; Z=0 N=1 C=0,Rays-Chapter-3-944113-SLF.txt (pp. 2-4+),slf.vhd,slf_tb.vhd
Test,SLF-T-004,SLF,-1,,0x80000; Z=0 N=1 C=1,Rays-Chapter-3-944113-SLF.txt (pp. 2-4+),slf.vhd,slf_tb.vhd
Test,SLF-T-005,SLF,0.5 + (-0.25),,0x20000; Z=0 N=0 C=1,Rays-Chapter-3-944113-SLF.txt (pp. 2-4+),slf.vhd,slf_tb.vhd
Test,SLF-T-010,SLF,0 - 0,,0x00000; Z=1 N=0 C=0,Rays-Chapter-3-944113-SLF.txt (pp. 2-4+),slf.vhd,slf_tb.vhd
Test,SLF-T-011,SLF,0.5 - 0.25,,0x20000; Z=0 N=0 C=0,Rays-Chapter-3-944113-SLF.txt (pp. 2-4+),slf.vhd,slf_tb.vhd
Test,SLF-T-012,SLF,0.25 - 0.5,,0xE0000; Z=0 N=1 C=1,Rays-Chapter-3-944113-SLF.txt (pp. 2-4+),slf.vhd,slf_tb.vhd
Test,SLF-T-020,SLF,AND all ones,,0xFFFFF,Rays-Chapter-3-944113-SLF.txt (pp. 2-4+),slf.vhd,slf_tb.vhd
Test,SLF-T-021,SLF,AND with zero,,0x00000,Rays-Chapter-3-944113-SLF.txt (pp. 2-4+),slf.vhd,slf_tb.vhd
Test,SLF-T-022,SLF,OR all zeros,,0x00000,Rays-Chapter-3-944113-SLF.txt (pp. 2-4+),slf.vhd,slf_tb.vhd
Test,SLF-T-023,SLF,OR complementary,,0xFFFFF,Rays-Chapter-3-944113-SLF.txt (pp. 2-4+),slf.vhd,slf_tb.vhd
Test,SLF-T-024,SLF,XOR same,,0x00000,Rays-Chapter-3-944113-SLF.txt (pp. 2-4+),slf.vhd,slf_tb.vhd
Test,SLF-T-025,SLF,NOT zero,,0xFFFFF,Rays-Chapter-3-944113-SLF.txt (pp. 2-4+),slf.vhd,slf_tb.vhd
Test,SLF-T-030,SLF,SHL positive,,0x40000,Rays-Chapter-3-944113-SLF.txt (pp. 2-4+),slf.vhd,slf_tb.vhd
Test,SLF-T-031,SLF,SHL negative,,0xC0000,Rays-Chapter-3-944113-SLF.txt (pp. 2-4+),slf.vhd,slf_tb.vhd
Test,SLF-T-032,SLF,SHR positive,,0x20000,Rays-Chapter-3-944113-SLF.txt (pp. 2-4+),slf.vhd,slf_tb.vhd
Test,SLF-T-033,SLF,SHR negative (sign extend),,0xC0000,Rays-Chapter-3-944113-SLF.txt (pp. 2-4+),slf.vhd,slf_tb.vhd
Test,SLF-T-040,SLF,Gray->Bin: 0x00000,,0x00000,p3-1-to-B1-.txt (Appendix C),slf.vhd,slf_tb.vhd
Test,SLF-T-041,SLF,Gray->Bin: 0x00001,,0x00001,p3-1-to-B1-.txt (Appendix C),slf.vhd,slf_tb.vhd
Test,SLF-T-042,SLF,Gray->Bin: 0x00003,,0x00002,p3-1-to-B1-.txt (Appendix C),slf.vhd,slf_tb.vhd
Test,SLF-T-043,SLF,Gray->Bin: known pattern,,Test with sensor encoder values,p3-1-to-B1-.txt (Appendix C),slf.vhd,slf_tb.vhd
Test,SLF-T-044,SLF,Bin->Gray->Bin roundtrip,,Original value restored,p3-1-to-B1-.txt (Appendix C),slf.vhd,slf_tb.vhd
Test,SLF-T-045,SLF,Gray->Bin->Gray roundtrip,,Original Gray restored,p3-1-to-B1-.txt (Appendix C),slf.vhd,slf_tb.vhd
Test,SLF-T-050,SLF,NEG of +0.5,,0xC0000,Rays-Chapter-3-944113-SLF.txt (pp. 2-4+),slf.vhd,slf_tb.vhd
Test,SLF-T-051,SLF,NEG of -0.5,,0x40000,Rays-Chapter-3-944113-SLF.txt (pp. 2-4+),slf.vhd,slf_tb.vhd
Test,SLF-T-052,SLF,NEG of 0,,0x00000,Rays-Chapter-3-944113-SLF.txt (pp. 2-4+),slf.vhd,slf_tb.vhd
Test,SLF-T-053,SLF,ABS of +0.5,,0x40000,Rays-Chapter-3-944113-SLF.txt (pp. 2-4+),slf.vhd,slf_tb.vhd
Test,SLF-T-054,SLF,ABS of -0.5,,0x40000,Rays-Chapter-3-944113-SLF.txt (pp. 2-4+),slf.vhd,slf_tb.vhd
Test,SLF-T-055,SLF,LOAD value,,acc_in value,Rays-Chapter-3-944113-SLF.txt (pp. 2-4+),slf.vhd,slf_tb.vhd
Test,SLF-T-056,SLF,STORE_TMP,,TMP = 0x12345,Rays-Chapter-3-944113-SLF.txt (pp. 2-4+),slf.vhd,slf_tb.vhd
Test,SLF-T-060,SLF,ACC hold when write disabled,,ACC unchanged after ALU op with acc_write_en=0,CADC_Module_Specification.pdf (p. 2),slf.vhd,slf_tb.vhd
Test,SLF-T-061,SLF,TMP hold when write disabled,,TMP unchanged with tmp_write_en=0,CADC_Module_Specification.pdf (p. 2),slf.vhd,slf_tb.vhd
Test,SLF-T-062,SLF,Flags hold when write disabled,,Flags unchanged with flags_write_en=0,CADC_Module_Specification.pdf (p. 2),slf.vhd,slf_tb.vhd
Test,RAS-T-001,RAS,Write then read same address,,Read back matches written data,Rays-Chapter-4-944114-RAS.txt (pp. 2-4+),ras.vhd,ras_tb.vhd
Test,RAS-T-002,RAS,Write to address 0 and read back,,Correct data at address 0,Rays-Chapter-4-944114-RAS.txt (pp. 2-4+),ras.vhd,ras_tb.vhd
Test,RAS-T-003,RAS,Write to max address (63) and read back,,Correct data at address 63,Rays-Chapter-4-944114-RAS.txt (pp. 2-4+),ras.vhd,ras_tb.vhd
Test,RAS-T-004,RAS,Write all ones (0xFFFFF) and read back,,All ones returned,Rays-Chapter-4-944114-RAS.txt (pp. 2-4+),ras.vhd,ras_tb.vhd
Test,RAS-T-005,RAS,Write alternating pattern and read back,,Pattern preserved,Rays-Chapter-4-944114-RAS.txt (pp. 2-4+),ras.vhd,ras_tb.vhd
Test,RAS-T-010,RAS,Write different data to adjacent addresses,,Each address returns its own data,Rays-Chapter-4-944114-RAS.txt (pp. 2-4+),ras.vhd,ras_tb.vhd
Test,RAS-T-011,RAS,Write to all 64 addresses sequentially,,All values retained and independently readable,Rays-Chapter-4-944114-RAS.txt (pp. 2-4+),ras.vhd,ras_tb.vhd
Test,RAS-T-012,RAS,Overwrite a location,,New value replaces old value,Rays-Chapter-4-944114-RAS.txt (pp. 2-4+),ras.vhd,ras_tb.vhd
Test,RAS-T-013,RAS,Non-written locations retain initial value,,After reset unwritten locations read 0,Rays-Chapter-4-944114-RAS.txt (pp. 2-4+),ras.vhd,ras_tb.vhd
Test,RAS-T-020,RAS,Simultaneous read/write different addresses,,Both operations succeed independently,Rays-Chapter-4-944114-RAS.txt (pp. 2-4+),ras.vhd,ras_tb.vhd
Test,RAS-T-021,RAS,Read-during-write same address,,Defined behavior (write-first or read-old),Rays-Chapter-4-944114-RAS.txt (pp. 2-4+),ras.vhd,ras_tb.vhd
Test,RAS-T-030,RAS,Reset after writing data,,All locations read back as 0,CADC_Module_Specification.pdf (pp. 2-3),ras.vhd,ras_tb.vhd
Test,RAS-T-031,RAS,Reset clears all 64 locations,,Verify every address reads 0 after reset,CADC_Module_Specification.pdf (pp. 2-3),ras.vhd,ras_tb.vhd
Test,RAS-T-040,RAS,Write disabled data unchanged,,Location retains previous value,Rays-Chapter-4-944114-RAS.txt (pp. 2-4+),ras.vhd,ras_tb.vhd
Test,RAS-T-041,RAS,Write enabled for one cycle only,,Only targeted location changes,Rays-Chapter-4-944114-RAS.txt (pp. 2-4+),ras.vhd,ras_tb.vhd
Test,SL-T-001,SL,Route RAS to ACC,,src_ras value (sel_acc_src=000),Rays-Chapter-5-944118-Steering.txt (pp. 2-4+); ap1-26-97.txt (pp. 9-12),sl.vhd,sl_tb.vhd
Test,SL-T-002,SL,Route PMU to ACC,,src_pmu value (sel_acc_src=001),Rays-Chapter-5-944118-Steering.txt (pp. 2-4+); ap1-26-97.txt (pp. 9-12),sl.vhd,sl_tb.vhd
Test,SL-T-003,SL,Route PDU quotient to ACC,,src_pdu_q value (sel_acc_src=010),Rays-Chapter-5-944118-Steering.txt (pp. 2-4+); ap1-26-97.txt (pp. 9-12),sl.vhd,sl_tb.vhd
Test,SL-T-004,SL,Route PDU remainder to ACC,,src_pdu_r value (sel_acc_src=011),Rays-Chapter-5-944118-Steering.txt (pp. 2-4+); ap1-26-97.txt (pp. 9-12),sl.vhd,sl_tb.vhd
Test,SL-T-005,SL,Route I/O input to ACC,,src_io_in value (sel_acc_src=100),Rays-Chapter-5-944118-Steering.txt (pp. 2-4+); ap1-26-97.txt (pp. 9-12),sl.vhd,sl_tb.vhd
Test,SL-T-006,SL,Route constant to ACC,,src_const value (sel_acc_src=101),Rays-Chapter-5-944118-Steering.txt (pp. 2-4+); ap1-26-97.txt (pp. 9-12),sl.vhd,sl_tb.vhd
Test,SL-T-007,SL,Route TMP to ACC,,src_tmp value (sel_acc_src=110),Rays-Chapter-5-944118-Steering.txt (pp. 2-4+); ap1-26-97.txt (pp. 9-12),sl.vhd,sl_tb.vhd
Test,SL-T-008,SL,Reserved code 111,,0x00000,Rays-Chapter-5-944118-Steering.txt (pp. 2-4+),sl.vhd,sl_tb.vhd
Test,SL-T-010,SL,Route ACC to RAS,,src_acc value (sel_ras_src=00),Rays-Chapter-5-944118-Steering.txt (pp. 2-4+); ap1-26-97.txt (pp. 9-12),sl.vhd,sl_tb.vhd
Test,SL-T-011,SL,Route PMU to RAS,,src_pmu value (sel_ras_src=01),Rays-Chapter-5-944118-Steering.txt (pp. 2-4+); ap1-26-97.txt (pp. 9-12),sl.vhd,sl_tb.vhd
Test,SL-T-012,SL,Route PDU quotient to RAS,,src_pdu_q value (sel_ras_src=10),Rays-Chapter-5-944118-Steering.txt (pp. 2-4+); ap1-26-97.txt (pp. 9-12),sl.vhd,sl_tb.vhd
Test,SL-T-013,SL,Route I/O input to RAS,,src_io_in value (sel_ras_src=11),Rays-Chapter-5-944118-Steering.txt (pp. 2-4+); ap1-26-97.txt (pp. 9-12),sl.vhd,sl_tb.vhd
Test,SL-T-020,SL,Route ACC to I/O,,src_acc value (sel_io_src=00),Rays-Chapter-5-944118-Steering.txt (pp. 2-4+); ap1-26-97.txt (pp. 9-12),sl.vhd,sl_tb.vhd
Test,SL-T-021,SL,Route RAS to I/O,,src_ras value (sel_io_src=01),Rays-Chapter-5-944118-Steering.txt (pp. 2-4+); ap1-26-97.txt (pp. 9-12),sl.vhd,sl_tb.vhd
Test,SL-T-022,SL,Route PMU to I/O,,src_pmu value (sel_io_src=10),Rays-Chapter-5-944118-Steering.txt (pp. 2-4+); ap1-26-97.txt (pp. 9-12),sl.vhd,sl_tb.vhd
Test,SL-T-023,SL,Route PDU quotient to I/O,,src_pdu_q value (sel_io_src=11),Rays-Chapter-5-944118-Steering.txt (pp. 2-4+); ap1-26-97.txt (pp. 9-12),sl.vhd,sl_tb.vhd
Test,SL-T-030,SL,All three muxes select different sources,,Each output reflects its selected source,Rays-Chapter-5-944118-Steering.txt (pp. 2-4+),sl.vhd,sl_tb.vhd
Test,SL-T-031,SL,All three muxes select same source,,All outputs identical,Rays-Chapter-5-944118-Steering.txt (pp. 2-4+),sl.vhd,sl_tb.vhd
Test,SL-T-032,SL,Change one select others stable,,Only changed output updates,Rays-Chapter-5-944118-Steering.txt (pp. 2-4+),sl.vhd,sl_tb.vhd
Test,SL-T-040,SL,All zeros through each path,,Output = 0x00000,Rays-Chapter-5-944118-Steering.txt (pp. 2-4+),sl.vhd,sl_tb.vhd
Test,SL-T-041,SL,All ones through each path,,Output = 0xFFFFF,Rays-Chapter-5-944118-Steering.txt (pp. 2-4+),sl.vhd,sl_tb.vhd
Test,SL-T-042,SL,Unique pattern through each path,,All 20 bits correctly routed,Rays-Chapter-5-944118-Steering.txt (pp. 2-4+),sl.vhd,sl_tb.vhd
Test,SL-T-043,SL,Walking ones through each source,,Bit-level routing verification,Rays-Chapter-5-944118-Steering.txt (pp. 2-4+),sl.vhd,sl_tb.vhd
Test,ROM-T-001,ROM/Sequencer,Power-on reset,,micro_PC = 0; first instruction fetched,Rays-Chapter-6-944125-ROM.txt (pp. 2-4+),control_rom_sequencer.vhd,control_rom_sequencer_tb.vhd
Test,ROM-T-002,ROM/Sequencer,Sequential advance,,micro_PC increments each cycle,Rays-Chapter-6-944125-ROM.txt (pp. 2-4+),control_rom_sequencer.vhd,control_rom_sequencer_tb.vhd
Test,ROM-T-003,ROM/Sequencer,Multiple sequential instructions,,Correct instructions fetched in order,Rays-Chapter-6-944125-ROM.txt (pp. 2-4+),control_rom_sequencer.vhd,control_rom_sequencer_tb.vhd
Test,ROM-T-010,ROM/Sequencer,Unconditional jump,,micro_PC = NEXTADR,CADC_Module_Specification.pdf (pp. 3-4),control_rom_sequencer.vhd,control_rom_sequencer_tb.vhd
Test,ROM-T-011,ROM/Sequencer,Branch on Z taken,,Z=1; micro_PC = NEXTADR,CADC_Module_Specification.pdf (pp. 3-4),control_rom_sequencer.vhd,control_rom_sequencer_tb.vhd
Test,ROM-T-012,ROM/Sequencer,Branch on Z not taken,,Z=0; micro_PC = PC+1,CADC_Module_Specification.pdf (pp. 3-4),control_rom_sequencer.vhd,control_rom_sequencer_tb.vhd
Test,ROM-T-013,ROM/Sequencer,Branch on N taken,,N=1; micro_PC = NEXTADR,CADC_Module_Specification.pdf (pp. 3-4),control_rom_sequencer.vhd,control_rom_sequencer_tb.vhd
Test,ROM-T-014,ROM/Sequencer,Branch on N not taken,,N=0; micro_PC = PC+1,CADC_Module_Specification.pdf (pp. 3-4),control_rom_sequencer.vhd,control_rom_sequencer_tb.vhd
Test,ROM-T-015,ROM/Sequencer,Branch on C taken,,C=1; micro_PC = NEXTADR,CADC_Module_Specification.pdf (pp. 3-4),control_rom_sequencer.vhd,control_rom_sequencer_tb.vhd
Test,ROM-T-016,ROM/Sequencer,Branch on C not taken,,C=0; micro_PC = PC+1,CADC_Module_Specification.pdf (pp. 3-4),control_rom_sequencer.vhd,control_rom_sequencer_tb.vhd
Test,ROM-T-020,ROM/Sequencer,Wait PMU while busy,,micro_PC held; same instruction,CADC_Module_Specification.pdf (pp. 3-4),control_rom_sequencer.vhd,control_rom_sequencer_tb.vhd
Test,ROM-T-021,ROM/Sequencer,Wait PMU when done,,micro_PC advances,CADC_Module_Specification.pdf (pp. 3-4),control_rom_sequencer.vhd,control_rom_sequencer_tb.vhd
Test,ROM-T-022,ROM/Sequencer,Wait PDU while busy,,micro_PC held,CADC_Module_Specification.pdf (pp. 3-4),control_rom_sequencer.vhd,control_rom_sequencer_tb.vhd
Test,ROM-T-023,ROM/Sequencer,Wait PDU when done,,micro_PC advances,CADC_Module_Specification.pdf (pp. 3-4),control_rom_sequencer.vhd,control_rom_sequencer_tb.vhd
Test,ROM-T-024,ROM/Sequencer,Branch on PMU busy taken,,PMU busy; branch taken,CADC_Module_Specification.pdf (pp. 3-4),control_rom_sequencer.vhd,control_rom_sequencer_tb.vhd
Test,ROM-T-025,ROM/Sequencer,Branch on PMU busy not taken,,PMU not busy; fall through,CADC_Module_Specification.pdf (pp. 3-4),control_rom_sequencer.vhd,control_rom_sequencer_tb.vhd
Test,ROM-T-030,ROM/Sequencer,ALU_OP decode,,alu_op matches bits [31:28] of microword,CADC_Module_Specification.pdf (pp. 3-4),control_rom_sequencer.vhd,control_rom_sequencer_tb.vhd
Test,ROM-T-031,ROM/Sequencer,ACC control decode,,Write enables match ACCCTL field,CADC_Module_Specification.pdf (pp. 3-4),control_rom_sequencer.vhd,control_rom_sequencer_tb.vhd
Test,ROM-T-032,ROM/Sequencer,RAS control decode,,Address and enables match RASCTL field,CADC_Module_Specification.pdf (pp. 3-4),control_rom_sequencer.vhd,control_rom_sequencer_tb.vhd
Test,ROM-T-033,ROM/Sequencer,Steering decode,,SL select signals match SL_ACC and SL_RAS fields,CADC_Module_Specification.pdf (pp. 3-4),control_rom_sequencer.vhd,control_rom_sequencer_tb.vhd
Test,ROM-T-034,ROM/Sequencer,PMU control decode,,pmu_start matches PMUCTL field,CADC_Module_Specification.pdf (pp. 3-4),control_rom_sequencer.vhd,control_rom_sequencer_tb.vhd
Test,ROM-T-035,ROM/Sequencer,PDU control decode,,pdu_start matches PDUCTL field,CADC_Module_Specification.pdf (pp. 3-4),control_rom_sequencer.vhd,control_rom_sequencer_tb.vhd
Test,ROM-T-036,ROM/Sequencer,I/O control decode,,io_ctrl matches IOCTL field,CADC_Module_Specification.pdf (pp. 3-4),control_rom_sequencer.vhd,control_rom_sequencer_tb.vhd
Test,ROM-T-040,ROM/Sequencer,Frame mark resets PC,,micro_PC = 0 after frame_mark,Rays-Chapter-6-944125-ROM.txt (pp. 2-4+),control_rom_sequencer.vhd,control_rom_sequencer_tb.vhd
Test,ROM-T-041,ROM/Sequencer,Full frame execution,,512 operations complete then frame_mark,Rays-Chapter-6-944125-ROM.txt (pp. 2-4+); p1-4-to-p1-34-.txt,control_rom_sequencer.vhd,control_rom_sequencer_tb.vhd
Test,ROM-T-042,ROM/Sequencer,Word mark timing,,Instructions execute on correct word boundaries,Rays-Chapter-6-944125-ROM.txt (pp. 2-4+),control_rom_sequencer.vhd,control_rom_sequencer_tb.vhd
Test,ROM-T-050,ROM/Sequencer,Call and return,,Correct return address restored,CADC_Module_Specification.pdf (pp. 3-4),control_rom_sequencer.vhd,control_rom_sequencer_tb.vhd
Test,ROM-T-051,ROM/Sequencer,Nested calls (2 deep),,Both return addresses correct,CADC_Module_Specification.pdf (pp. 3-4),control_rom_sequencer.vhd,control_rom_sequencer_tb.vhd
Test,ROM-T-052,ROM/Sequencer,Stack overflow,,Defined behavior on overflow,CADC_Module_Specification.pdf (pp. 3-4),control_rom_sequencer.vhd,control_rom_sequencer_tb.vhd
Test,IO-T-001,I/O Bridge,Read static pressure,,io_data_out = sensor_ps after READ_PS,p1-35-to-p2-28-.txt (pp. 2-9 to 2-20),io_bridge.vhd,io_bridge_tb.vhd
Test,IO-T-002,I/O Bridge,Read dynamic pressure,,io_data_out = sensor_qc after READ_QC,p1-35-to-p2-28-.txt (pp. 2-9 to 2-20),io_bridge.vhd,io_bridge_tb.vhd
Test,IO-T-003,I/O Bridge,Read temperature,,io_data_out = sensor_tat after READ_TAT,p1-35-to-p2-28-.txt (pp. 2-9 to 2-20),io_bridge.vhd,io_bridge_tb.vhd
Test,IO-T-004,I/O Bridge,Read analog input,,io_data_out = sensor_analog after READ_ANALOG,p1-35-to-p2-28-.txt (pp. 2-9 to 2-20),io_bridge.vhd,io_bridge_tb.vhd
Test,IO-T-005,I/O Bridge,Read digital switches,,io_data_out = sensor_digital after READ_DIGITAL,p1-35-to-p2-28-.txt (pp. 2-9 to 2-20),io_bridge.vhd,io_bridge_tb.vhd
Test,IO-T-006,I/O Bridge,Sensor changes between reads,,Latched value reflects time of read,p1-35-to-p2-28-.txt (pp. 2-9 to 2-20),io_bridge.vhd,io_bridge_tb.vhd
Test,IO-T-010,I/O Bridge,Write Mach display,,out_mach = written value; held until next write,p1-35-to-p2-28-.txt (pp. 2-9 to 2-20),io_bridge.vhd,io_bridge_tb.vhd
Test,IO-T-011,I/O Bridge,Write altitude display,,out_alt = written value,p1-35-to-p2-28-.txt (pp. 2-9 to 2-20),io_bridge.vhd,io_bridge_tb.vhd
Test,IO-T-012,I/O Bridge,Write airspeed display,,out_airspd = written value,p1-35-to-p2-28-.txt (pp. 2-9 to 2-20),io_bridge.vhd,io_bridge_tb.vhd
Test,IO-T-013,I/O Bridge,Write vertical speed,,out_vspd = written value,p1-35-to-p2-28-.txt (pp. 2-9 to 2-20),io_bridge.vhd,io_bridge_tb.vhd
Test,IO-T-014,I/O Bridge,Write wing sweep,,out_wing = written value,p2-29-to-p2-46-.txt (pp. 2-29 to 2-43),io_bridge.vhd,io_bridge_tb.vhd
Test,IO-T-015,I/O Bridge,Write maneuver flaps,,out_flap = written value,p2-29-to-p2-46-.txt (pp. 2-29 to 2-43),io_bridge.vhd,io_bridge_tb.vhd
Test,IO-T-016,I/O Bridge,Write glove vane,,out_glove = written value,p2-29-to-p2-46-.txt (pp. 2-29 to 2-43),io_bridge.vhd,io_bridge_tb.vhd
Test,IO-T-017,I/O Bridge,Write BIT status,,out_bit_status = driven value,p2-29-to-p2-46-.txt (p. 2-46),io_bridge.vhd,io_bridge_tb.vhd
Test,IO-T-020,I/O Bridge,NOP doesn't change outputs,,All outputs unchanged after NOP,CADC_Module_Specification.pdf (p. 4),io_bridge.vhd,io_bridge_tb.vhd
Test,IO-T-021,I/O Bridge,Output holds after write,,Value persists through multiple cycles,CADC_Module_Specification.pdf (p. 4),io_bridge.vhd,io_bridge_tb.vhd
Test,IO-T-022,I/O Bridge,Output persists through reads,,Writing to one channel doesn't affect others,CADC_Module_Specification.pdf (p. 4),io_bridge.vhd,io_bridge_tb.vhd
Test,IO-T-030,I/O Bridge,Write to each output independently,,Only targeted output changes,CADC_Module_Specification.pdf (p. 4),io_bridge.vhd,io_bridge_tb.vhd
Test,IO-T-031,I/O Bridge,Read from each input independently,,Only targeted input appears on io_data_out,CADC_Module_Specification.pdf (p. 4),io_bridge.vhd,io_bridge_tb.vhd
Test,IO-T-040,I/O Bridge,Active channel drives outputs,,Outputs driven when channel_active=1,p2-29-to-p2-46-.txt (p. 2-46),io_bridge.vhd,io_bridge_tb.vhd
Test,IO-T-041,I/O Bridge,Inactive channel tristates/zeroes outputs,,Outputs not driven when channel_active=0,p2-29-to-p2-46-.txt (p. 2-46),io_bridge.vhd,io_bridge_tb.vhd
Test,IO-T-042,I/O Bridge,Failure detection,,fail_detect asserts on self-test mismatch,p2-29-to-p2-46-.txt (p. 2-46),io_bridge.vhd,io_bridge_tb.vhd
Test,IO-T-050,I/O Bridge,Reset clears all outputs,,All output registers = 0 after reset,CADC_Module_Specification.pdf (p. 4),io_bridge.vhd,io_bridge_tb.vhd
Test,IO-T-051,I/O Bridge,Reset clears BIT status,,out_bit_status = 0 after reset,CADC_Module_Specification.pdf (p. 4),io_bridge.vhd,io_bridge_tb.vhd
Test,TOP-T-001,CADC Top Level,System reset,,All modules reach known state,CADC_Module_Specification.pdf (pp. 1-4),cadc_top.vhd,cadc_top_tb.vhd
Test,TOP-T-002,CADC Top Level,First instruction fetch,,Sequencer fetches from ROM address 0,Rays-Chapter-6-944125-ROM.txt (pp. 2-4+),cadc_top.vhd,cadc_top_tb.vhd
Test,TOP-T-003,CADC Top Level,Simple ADD operation,,Load ACC; add value; verify result,CADC_Module_Specification.pdf (pp. 1-4),cadc_top.vhd,cadc_top_tb.vhd
Test,TOP-T-004,CADC Top Level,Multiply flow,,Load PMU operands via SL; start PMU; wait; read result,CADC_Module_Specification.pdf (pp. 1-4),cadc_top.vhd,cadc_top_tb.vhd
Test,TOP-T-005,CADC Top Level,Divide flow,,Load PDU operands; start PDU; wait; read quotient,CADC_Module_Specification.pdf (pp. 1-4),cadc_top.vhd,cadc_top_tb.vhd
Test,TOP-T-006,CADC Top Level,RAS store/load,,Write ACC to RAS; read back; compare,CADC_Module_Specification.pdf (pp. 1-4),cadc_top.vhd,cadc_top_tb.vhd
Test,TOP-T-007,CADC Top Level,I/O read sensor,,Read sensor via I/O Bridge; route to ACC,CADC_Module_Specification.pdf (pp. 1-4),cadc_top.vhd,cadc_top_tb.vhd
Test,TOP-T-008,CADC Top Level,I/O write display,,Compute result; route to display output,CADC_Module_Specification.pdf (pp. 1-4),cadc_top.vhd,cadc_top_tb.vhd
Test,TOP-T-009,CADC Top Level,Full frame execution,,Run all 512 OPs; verify frame_mark generation,p1-4-to-p1-34-.txt; ap1-26-97.txt (p. 15),cadc_top.vhd,cadc_top_tb.vhd
Test,TOP-T-020,CADC Top Level,Standard atmosphere altitude,,Known Ps value -> Correct altitude on display,p1-35-to-p2-28-.txt (pp. 2-23 to 2-28),cadc_top.vhd,cadc_top_tb.vhd
Test,TOP-T-021,CADC Top Level,Sea level Mach number,,Known Qc and Ps -> Mach 0 on display,p1-35-to-p2-28-.txt (pp. 2-23 to 2-28),cadc_top.vhd,cadc_top_tb.vhd
Test,TOP-T-022,CADC Top Level,Known airspeed,,Known Qc Ps TAT -> Correct airspeed,p1-35-to-p2-28-.txt (pp. 2-23 to 2-28),cadc_top.vhd,cadc_top_tb.vhd
Test,TOP-T-023,CADC Top Level,Wing sweep schedule,,Known Mach/altitude -> Correct wing position,p2-29-to-p2-46-.txt (pp. 2-29 to 2-43),cadc_top.vhd,cadc_top_tb.vhd
Test,TOP-T-030,CADC Top Level,BIT passes with healthy system,,bit_status = pass,p2-29-to-p2-46-.txt (p. 2-46),cadc_top.vhd,cadc_top_tb.vhd
Test,TOP-T-031,CADC Top Level,BIT detects injected fault,,bit_status = fail; fail_detect asserts,p2-29-to-p2-46-.txt (p. 2-46),cadc_top.vhd,cadc_top_tb.vhd
Test,TOP-T-032,CADC Top Level,Redundancy switchover,,Active channel fails; backup takes over,p2-29-to-p2-46-.txt (p. 2-46),cadc_top.vhd,cadc_top_tb.vhd
Test,TOP-T-040,CADC Top Level,Frame timing,,Frame completes within spec (<= 60 ms),p1-35-to-p2-28-.txt (pp. 2-21 to 2-22),cadc_top.vhd,cadc_top_tb.vhd
Test,TOP-T-041,CADC Top Level,Word timing,,WA/WO alternate correctly,p1-4-to-p1-34-.txt (pp. 1-4 to 1-6),cadc_top.vhd,cadc_top_tb.vhd
Test,TOP-T-042,CADC Top Level,Phase clock generation,,Phi1 Phi2 non-overlapping at 375 kHz,p1-4-to-p1-34-.txt (pp. 1-4 to 1-6); Rays-Chapter-7-System-Info.txt,cadc_top.vhd,cadc_top_tb.vhd
Test,TOP-T-043,CADC Top Level,Bit time accuracy,,20 bit times per word,p1-4-to-p1-34-.txt (pp. 1-4 to 1-6),cadc_top.vhd,cadc_top_tb.vhd
